GEOID,housing_cost_ratio,transport_cost_ratio,ht_combined_ratio,ht_above_threshold
39049010300,0.24279822025916664,0.1553181124354519,0.39811633269461855,False
39049010401,,0.046321172481517854,,False
39049010402,0.09874854680982015,0.05648635710866443,0.15523490391848457,False
39049010501,0.135461721977617,0.06418268453685565,0.19964440651447263,False
39049010502,0.13352229894762235,0.06725567650695052,0.20077797545457288,False
39049010601,0.14508525748790613,0.06861769650392836,0.21370295399183448,False
39049010602,0.12634445200816882,0.09040889493986838,0.21675334694803722,False
39049010700,0.2624,0.18797714285714284,0.45037714285714286,True
39049010900,0.2785296620638537,0.13570154006643423,0.41423120213028797,False
39049980000,,,,False
